month,year,month_num,season,wage_index,cpi,wage_to_cpi_ratio
2009-02,2009,2,Winter,355.7,336.5,1.0570579494799406
2009-03,2009,3,Spring,356.1,334.5,1.0645739910313903
2009-04,2009,4,Spring,355.4,336.0,1.0577380952380953
2009-05,2009,5,Spring,356.0,339.8,1.0476751030017657
2009-06,2009,6,Summer,356.7,344.5,1.0354136429608127
2009-07,2009,7,Summer,358.0,345.1,1.0373804694291509
2009-08,2009,8,Summer,358.1,346.9,1.0322859613721536
2009-09,2009,9,Autumn,359.0,349.6,1.0268878718535468
2009-10,2009,10,Autumn,360.1,353.6,1.0183823529411764
2009-11,2009,11,Autumn,365.4,356.2,1.025828186412128
2009-12,2009,12,Winter,366.5,357.9,1.0240290583962002
2010-01,2010,1,Winter,366.9,356.8,1.0283071748878923
2010-02,2010,2,Winter,368.6,360.9,1.0213355500138543
2010-03,2010,3,Spring,369.0,362.9,1.0168090383025628
2010-04,2010,4,Spring,369.5,363.8,1.0156679494227596
2010-05,2010,5,Spring,370.1,365.3,1.013139885026006
2010-06,2010,6,Summer,378.3,364.1,1.0390002746498215
2010-07,2010,7,Summer,379.5,361.7,1.0492120541885541
2010-08,2010,8,Summer,379.5,362.6,1.046607832322118
2010-09,2010,9,Autumn,380.7,362.6,1.0499172642029784
2010-10,2010,10,Autumn,381.8,365.3,1.0451683547768957
2010-11,2010,11,Autumn,382.4,365.5,1.0462380300957592
2010-12,2010,12,Winter,383.1,366.7,1.0447232069811836
2011-01,2011,1,Winter,383.2,363.4,1.054485415520088
2011-02,2011,2,Winter,383.9,367.7,1.0440576556975796
2011-03,2011,3,Spring,385.2,371.2,1.0377155172413792
2011-04,2011,4,Spring,385.6,374.1,1.0307404437316225
2011-05,2011,5,Spring,389.9,377.6,1.0325741525423728
2011-06,2011,6,Summer,405.0,379.5,1.0671936758893281
2011-07,2011,7,Summer,409.1,379.9,1.0768623321926825
2011-08,2011,8,Summer,409.7,380.9,1.0756103964295092
2011-09,2011,9,Autumn,412.8,383.3,1.0769632141925385
2011-10,2011,10,Autumn,415.7,384.6,1.0808632345293812
2011-11,2011,11,Autumn,416.9,384.6,1.0839833593343733
2011-12,2011,12,Winter,418.2,386.0,1.083419689119171
2012-01,2012,1,Winter,418.2,387.1,1.0803409971583569
2012-02,2012,2,Winter,427.1,391.0,1.0923273657289003
2012-03,2012,3,Spring,431.7,395.1,1.0926347760060744
2012-04,2012,4,Spring,431.4,398.2,1.083375188347564
2012-05,2012,5,Spring,432.9,398.1,1.0874152223059532
2012-06,2012,6,Summer,433.1,400.1,1.0824793801549613
2012-07,2012,7,Summer,433.5,397.2,1.0913897280966767
2012-08,2012,8,Summer,433.7,396.6,1.093545133635905
2012-09,2012,9,Autumn,436.3,399.6,1.0918418418418419
2012-10,2012,10,Autumn,436.8,400.7,1.0900923384077865
2012-11,2012,11,Autumn,437.7,402.0,1.0888059701492536
2012-12,2012,12,Winter,437.7,402.2,1.0882645450024864
2013-01,2013,1,Winter,439.2,403.3,1.0890156211257127
2013-02,2013,2,Winter,449.4,409.9,1.0963649670651379
2013-03,2013,3,Spring,455.3,410.7,1.1085950815680545
2013-04,2013,4,Spring,456.4,411.5,1.1091130012150667
2013-05,2013,5,Spring,456.5,411.3,1.1098954534403112
2013-06,2013,6,Summer,457.8,413.5,1.1071342200725514
2013-07,2013,7,Summer,457.5,412.4,1.1093598448108632
2013-08,2013,8,Summer,458.6,413.8,1.108264862252296
2013-09,2013,9,Autumn,462.0,415.2,1.1127167630057804
2013-10,2013,10,Autumn,463.1,415.2,1.1153660886319847
2013-11,2013,11,Autumn,464.2,416.7,1.1139908807295416
2013-12,2013,12,Winter,463.8,418.9,1.1071854857961327
2014-01,2014,1,Winter,468.5,415.9,1.1264727097860063
2014-02,2014,2,Winter,470.5,418.7,1.1237162646286123
2014-03,2014,3,Spring,475.3,419.7,1.1324755777936621
2014-04,2014,4,Spring,478.4,421.0,1.1363420427553443
2014-05,2014,5,Spring,480.4,421.3,1.140280085449798
2014-06,2014,6,Summer,482.7,422.8,1.141674550614948
2014-07,2014,7,Summer,484.7,422.1,1.148306088604596
2014-08,2014,8,Summer,487.4,423.1,1.1519735287166153
2014-09,2014,9,Autumn,490.6,422.6,1.1609086606720302
2014-10,2014,10,Autumn,493.8,423.2,1.1668241965973536
2014-11,2014,11,Autumn,494.7,421.0,1.1750593824228028
2014-12,2014,12,Winter,494.6,422.3,1.1712053042860526
2015-01,2015,1,Winter,498.1,419.3,1.187932268065824
2015-02,2015,2,Winter,500.8,422.1,1.1864487088367686
2015-03,2015,3,Spring,502.1,426.4,1.177532833020638
2015-04,2015,4,Spring,503.2,427.0,1.1784543325526933
2015-05,2015,5,Spring,505.7,428.2,1.1809901914992993
2015-06,2015,6,Summer,517.1,429.3,1.2045189843931983
2015-07,2015,7,Summer,523.0,430.0,1.216279069767442
2015-08,2015,8,Summer,524.7,432.3,1.2137404580152673
2015-09,2015,9,Autumn,531.0,430.6,1.2331630283325592
2015-10,2015,10,Autumn,532.9,430.9,1.2367138547226735
2015-11,2015,11,Autumn,537.6,429.4,1.2519795062878436
2015-12,2015,12,Winter,542.7,430.8,1.25974930362117
2016-01,2016,1,Winter,545.0,428.3,1.2724725659584404
2016-02,2016,2,Winter,564.0,431.2,1.3079777365491652
2016-03,2016,3,Spring,568.8,432.8,1.3142329020332715
2016-04,2016,4,Spring,570.4,433.7,1.3151948351394973
2016-05,2016,5,Spring,573.1,435.5,1.3159586681974742
2016-06,2016,6,Summer,581.6,436.3,1.3330277332110934
2016-07,2016,7,Summer,581.9,434.9,1.338008737640837
2016-08,2016,8,Summer,583.4,436.4,1.3368469294225482
2016-09,2016,9,Autumn,586.7,438.5,1.3379703534777652
2016-10,2016,10,Autumn,588.3,438.5,1.3416191562143671
2016-11,2016,11,Autumn,589.9,438.4,1.3455748175182483
2016-12,2016,12,Winter,592.2,439.0,1.3489749430523919
2017-01,2017,1,Winter,592.4,436.5,1.3571592210767467
2017-02,2017,2,Winter,595.1,439.6,1.3537306642402183
2017-03,2017,3,Spring,597.3,439.9,1.357808592862014
2017-04,2017,4,Spring,598.4,442.1,1.3535399230943224
2017-05,2017,5,Spring,617.8,443.0,1.3945823927765235
2017-06,2017,6,Summer,623.8,443.0,1.4081264108352143
2017-07,2017,7,Summer,623.9,442.9,1.408670128697223
2017-08,2017,8,Summer,625.2,444.0,1.4081081081081082
2017-09,2017,9,Autumn,630.0,444.6,1.4170040485829958
2017-10,2017,10,Autumn,630.7,446.7,1.4119095589881354
2017-11,2017,11,Autumn,631.6,446.0,1.4161434977578475
2017-12,2017,12,Winter,632.8,447.2,1.4150268336314846
2018-01,2018,1,Winter,635.6,446.8,1.422560429722471
2018-02,2018,2,Winter,638.1,449.5,1.4195773081201335
2018-03,2018,3,Spring,640.0,452.0,1.415929203539823
2018-04,2018,4,Spring,641.9,452.2,1.4195046439628483
2018-05,2018,5,Spring,656.5,451.8,1.4530765825586542
2018-06,2018,6,Summer,660.9,454.6,1.4538055433347996
2018-07,2018,7,Summer,663.4,454.8,1.4586631486367634
2018-08,2018,8,Summer,662.8,455.7,1.454465657230634
2018-09,2018,9,Autumn,667.0,456.8,1.4601576182136602
2018-10,2018,10,Autumn,669.6,459.4,1.457553330430997
2018-11,2018,11,Autumn,670.6,460.5,1.456243213897937
2018-12,2018,12,Winter,670.7,463.9,1.4457857296831216
2019-01,2019,1,Winter,672.6,462.0,1.455844155844156
2019-02,2019,2,Winter,674.0,462.9,1.4560380211708792
2019-03,2019,3,Spring,675.3,465.3,1.4513217279174724
2019-04,2019,4,Spring,685.4,467.0,1.4676659528907923
2019-05,2019,5,Spring,690.0,468.0,1.4743589743589745
2019-06,2019,6,Summer,689.3,469.8,1.4672200936568751
2019-07,2019,7,Summer,691.3,468.8,1.4746160409556313
2019-08,2019,8,Summer,691.5,470.1,1.4709636247606892
2019-09,2019,9,Autumn,695.2,470.5,1.4775770456960682
2019-10,2019,10,Autumn,697.6,472.2,1.4773401101228294
2019-11,2019,11,Autumn,698.7,472.8,1.477791878172589
2019-12,2019,12,Winter,700.7,473.3,1.4804563701669131
2020-01,2020,1,Winter,705.6,469.8,1.5019157088122606
2020-02,2020,2,Winter,706.6,474.1,1.4904028685931239
2020-03,2020,3,Spring,708.7,475.2,1.491372053872054
2020-04,2020,4,Spring,732.1,477.5,1.533193717277487
2020-05,2020,5,Spring,734.5,480.1,1.529889606332014
2020-06,2020,6,Summer,735.7,482.2,1.5257154707590213
2020-07,2020,7,Summer,734.6,482.9,1.5212259266928971
2020-08,2020,8,Summer,736.1,485.1,1.5174190888476602
2020-09,2020,9,Autumn,742.0,487.0,1.5236139630390144
2020-10,2020,10,Autumn,747.1,489.1,1.5274994888570843
2020-11,2020,11,Autumn,749.7,489.3,1.5321888412017168
2020-12,2020,12,Winter,751.2,490.3,1.5321231898837446
2021-01,2021,1,Winter,778.6,490.0,1.5889795918367347
2021-02,2021,2,Winter,781.2,493.4,1.5832995541143091
2021-03,2021,3,Spring,783.9,495.8,1.581081081081081
2021-04,2021,4,Spring,786.2,499.3,1.5746044462247146
2021-05,2021,5,Spring,789.3,501.4,1.5741922616673314
2021-06,2021,6,Summer,792.7,502.7,1.5768848219614084
2021-07,2021,7,Summer,791.6,503.5,1.5721946375372393
2021-08,2021,8,Summer,793.9,505.8,1.5695927243969947
2021-09,2021,9,Autumn,799.5,508.2,1.5731995277449824
2021-10,2021,10,Autumn,803.8,511.2,1.572378716744914
2021-11,2021,11,Autumn,805.9,513.0,1.5709551656920078
2021-12,2021,12,Winter,806.0,515.3,1.56413739569183
2022-01,2022,1,Winter,835.4,517.9,1.6130527128789343
2022-02,2022,2,Winter,838.0,523.9,1.5995418973086468
2022-03,2022,3,Spring,839.7,528.8,1.5879349470499247
2022-04,2022,4,Spring,853.0,535.4,1.5932013447889428
2022-05,2022,5,Spring,856.8,539.5,1.5881371640407784
2022-06,2022,6,Summer,856.7,547.1,1.5658928897824895
2022-07,2022,7,Summer,855.8,553.5,1.5461607949412826
2022-08,2022,8,Summer,857.5,555.1,1.544766708701135
2022-09,2022,9,Autumn,864.5,555.6,1.5559755219582432
2022-10,2022,10,Autumn,867.4,559.3,1.5508671553727875
2022-11,2022,11,Autumn,870.5,560.9,1.551970048136923
2022-12,2022,12,Winter,905.6,564.6,1.603967410556146
2023-01,2023,1,Winter,907.0,569.4,1.5929048120828944
2023-02,2023,2,Winter,910.8,577.3,1.5776892430278886
2023-03,2023,3,Spring,919.3,580.7,1.5830893748923711
2023-04,2023,4,Spring,933.9,588.3,1.5874553799082103
2023-05,2023,5,Spring,939.1,590.6,1.5900778868946834
2023-06,2023,6,Summer,949.7,595.6,1.5945265278710543
2023-07,2023,7,Summer,947.2,595.8,1.5897952332997651
2023-08,2023,8,Summer,950.0,597.8,1.589160254265641
2023-09,2023,9,Autumn,958.5,599.9,1.5977662943823971
2023-10,2023,10,Autumn,962.1,603.5,1.5942004971002486
2023-11,2023,11,Autumn,964.5,605.8,1.5921096071310665
2023-12,2023,12,Winter,966.3,608.3,1.588525398651981
2024-01,2024,1,Winter,970.8,607.3,1.5985509632800923
2024-02,2024,2,Winter,972.4,615.4,1.580110497237569
2024-03,2024,3,Spring,995.6,620.3,1.605029824278575
2024-04,2024,4,Spring,1000.2,623.7,1.6036556036556036
2024-05,2024,5,Spring,1002.0,627.3,1.597321855571497
2024-06,2024,6,Summer,1006.7,630.3,1.5971759479612884
2024-07,2024,7,Summer,1009.2,633.2,1.5938092229943146
2024-08,2024,8,Summer,1010.0,633.8,1.5935626380561692
2024-09,2024,9,Autumn,1017.1,632.3,1.608571880436502
2024-10,2024,10,Autumn,1020.0,634.1,1.6085790884718498
2024-11,2024,11,Autumn,1023.2,634.7,1.6121002048211752
2024-12,2024,12,Winter,1027.8,637.2,1.6129943502824857
2025-01,2025,1,Winter,1059.4,635.5,1.667033831628639
2025-02,2025,2,Winter,1059.9,641.3,1.6527366287229068
2025-03,2025,3,Spring,1063.9,643.7,1.6527885661022215
2025-04,2025,4,Spring,1082.6,649.7,1.6663075265507155
2025-05,2025,5,Spring,1084.6,651.0,1.6660522273425498
2025-06,2025,6,Summer,1088.8,656.5,1.6584920030464585
2025-07,2025,7,Summer,1086.3,658.6,1.6494078348010932
2025-08,2025,8,Summer,1087.7,657.6,1.6540450121654502
2025-09,2025,9,Autumn,1096.4,658.3,1.6655020507367464
2025-10,2025,10,Autumn,1098.1,661.4,1.6602661022074388
2025-11,2025,11,Autumn,1100.0,658.2,1.671224551807961
2025-12,2025,12,Winter,1100.1,665.8,1.6522979873835986
